u_id,review,u_rate,p_id,review_en
목마름,겨울에 스케이트장을 열고 늦은 밤까지 음악을 크게 틀어둠. 시민들이 모여서 소통한다는 개념의 광장이 아님. 그저 널찍한 공간에 놀 거리를 갖다뒀을 뿐.,1,1134,Open a skating rink in winter and play loud music until late at night. Not a square where citizens gather and communicate. I just left something to play in a spacious space.
chunglang,겨울이 되면 서울광장은 스케이트장으로 변신! 아이들과 함께 즐거운 시간을 보내고 왔습니다. 스케이트와 헬멧대여까지 1천원! 가격도 저렴하구요^^ 사람이 조금 많은것이 아쉽지만 저렴함 비용으로 좋은 시간 보냈네요.,4,1134,"In winter, Seoul Plaza turns into a skating rink! I had a great time with my children. 1,000 won for skates and helmets! It's cheap.I am sorry that there are a few people, but I had a good time with the low cost."
보경운,겨울에는 아이스링크가 있어요 명동과도 가까운데 겨울에는 저렴하게 스케이트를 탈수있다는것이 생각나네요 덕수궁 쪽으로 산책하기도 좋은 곳이예요,4,1134,"There is an ice rink in winter. It's close to Myeongdong, but I remember that you can skate cheaply in winter. It's a good place to take a walk around Deoksugung Palace."
지호효운은유아빠,2002년의 감흥을 그리며 방문했던 곳. 하지만 광장 규모는 줄어들었고 잦은 시위로 당시의 느낌은 나지 않아 조금 실망함.잔디밭에는 아이들이 뛰어놀기에 좋음,2,1134,"The place I visited in 2002 was filled with excitement, but the size of the plaza has decreased and I am a little disappointed because I don't feel the same way because of frequent demonstrations.Good for kids to run around on the grass"
죠이어,넓게 잘해두었고 행사도 종종 열려서 가볼만 합니다. 겨울에 가서 스케이트 타도 좋을거 같고요.,4,1134,"I've done a great job and events are often held, so it's worth visiting. I think it would be nice to go skating in winter."
robbiegirlSeoul,날씨 좋은날 서울시청앞광장에서 느긋하게 앉아서 책읽거나 담소하면 진짜 휴식이란걸 취하고 있구나 하고 느끼게되는듯.,4,1134,"On a fine day, sitting down in front of Seoul City Hall and reading books or chatting, I feel like I'm really taking a break."
seunghoonl627,시내 한복판의 잔디밭에서 여유로운 한 때를 만끽하기 좋으나 각종 시위가 잦아 다소 불편함을 안겨줍니다.,3,1134,"It's good to enjoy a relaxing time on the grass in the middle of the city, but it's a bit inconvenient because there are many demonstrations."
승재 이,약속 장소로 정한 서울시청 광장. 몇년 전 새로 세운 건물과 잘 정돈된 소통의장 서울광장! 도서관에 들어가 보고 싶었지만 시간이 없어서 가보진 못했지만 다음에 따로 시간을 내어 여유있게 구경하고싶다. 겨울에는 스케이트도 탈 수 있다니 서울의 심장 답게 4계절 다른 모습을 느낄 수 있을 거란 기대감 가득!,4,1134,"Seoul City Hall Plaza is designated as the venue for the appointment. Seoul Plaza, a well-organized communication chair with the newly built building a few years ago! I wanted to go to the library, but I couldn't because I didn't have time, but I want to take some time to look around. I'm so excited that I can enjoy skating in the winter. Like the heart of Seoul, I'll be able to feel different four seasons!"
logan123862,아주 저렴한 비용으로 스케이트를 탈수 있어서 너무 좋았습니다. 생각없이 갔었는데 스케이트 장비도 빌려주고 잘 놀았습니다.,5,1134,"It was great to skate at a very low cost. I went there thoughtlessly, but I lent my skating equipment and played well."
ssuksama,호텔이 소유한 잔디 같은 느낌이라 ㅎㅎ 조식먹을땐 정말 최고의 경치임. 날이 좋을땐 가족들 연인들 친구들 잔디에서 놀고 먹고 또 주말엔 행사도 많아서 보는 재미도 쏠쏠함 주변에 맛집도 많아서 좋음,5,1134,"It feels like the grass owned by the hotel, so it's the best view for breakfast. When the weather is nice, family, lovers, friends, and friends play and eat on the grass, and there are many events on weekends, so it's fun to watch, and there are many good restaurants around."
マッキネン,"서울시청 앞에 펼쳐진 서울광장. 파릇파릇한 잔디가 비즈니스 거리에 있는 오아시스였지만 그 주위로는 차들의 왕래가 굉장했습니다. 남아프리카공화국 월드컵 응원장소로 새빨갛게 물들어 있던 광경이 인상적이었는데, 저희가 갔었을 때는 아무 것도 없는 넓디 넓은 광장이었습니다.",3,1134,"Seoul Plaza in front of Seoul City Hall. The green grass was an oasis on the business street, but the traffic around it was great. It was impressive to see the red color of the South African World Cup cheering spot, but when we went there, it was a wide square with nothing."
rumi195633,100년 이상의 역사를 지닌 서울광장은 수많은 시민운동 및 한국의 근대역사적 사건에서 서울 시민 생활에 깊은 관계가 있는 광장이다. 주위에는 역사문화 자원이 많으며 서울시의 중앙에 위치하고 있어 교통도 매우 혼잡하지만 그 복잡한 가운데에서 살고 있는 서울시민들과 한번 지내보는 것도 좋을 것같다고 생각합니다.,4,1134,"With more than 100 years of history, Seoul Plaza is a plaza that is deeply related to Seoul's civic life in numerous civic movements and modern historical events in Korea. There are many historical and cultural resources around and the traffic is very heavy because it is located in the center of Seoul, but I think it would be good to spend time with Seoulites living in the middle of the complex."
1world077,식도락 투어라 배가 안꺼져서 설렁설렁 걷고 있었더니 여기에 스케이트 링크가 있는 것을 발견! 운동으로 배를 꺼트리고자 스케이트를 탔습니다. 스케이트를 타고 있는 일본인은 없었지만 대여하는 곳에 일본어 안내도 있었습니다. 뭐니뭐니 해도 대여비와 스케이트 링크 사용료(1시간)가 단돈 1000원! 시간 때우기에 참 좋았습니다. 하지만 부상에 주의하세요. 모처럼 온 여행을 망칠 수도 있으니까요...,3,1134,"I was walking around and found a skating rink here! I skated to get rid of my stomach for exercise. There was no Japanese skating, but there was a Japanese guide at the rental place. The rental fee and the skating link fee (1 hour) were only 1,000 won! It was good to spend time. But be careful of injuries. It could ruin a long trip..."
ニャゴ,"스케이트 링크가 생겨서 굉장히 활기가 넘쳤어요. 하지만 12월의 서울은 너무 추운 데다 광장이라 바람이 마구 불고 있어, 도저히 스케이트를 즐길 만한 기후가 아니었습니다.",2,1134,"I got a skating rink and it was very lively. However, Seoul in December was too cold and the wind was blowing hard because it was a square, so it was not a good weather to enjoy skating."
Bozeman-Dublin,"꽤 많은 서울의 죽은 센터, 거대한 광장과 서울 시청이 울리는 광장. 중간에 분수대와 다채로운 서울 사인이있는 멋진 녹색 지대가 있습니다. 밤에는 아름답게 빛났다. 낮에는 바쁜 번잡 한 장소 야.",4,1134,"Quite a few dead centers in Seoul, a huge square and a square with Seoul City Hall ringing. There is a fountain in the middle and a nice green area with colorful Seoul signs. It glowed beautifully at night. It's a busy place during the day."
LG_Kay,나는 덕수궁으로가는 도중이 곳을 우연히 목격했다. 서울 시청 앞에 펼쳐진이 광장의 타원형 잔디 광장은 다양한 행사와 문화 축제를 개최하는 장소로 이용됩니다. 2002 년 월드컵 기간 동안 수만 명의 한국 축구 팬이 모여 이곳을 응원하는 곳입니다.,4,1134,"I came across a place on my way to Deoksugung Palace. The oval grass square in front of Seoul City Hall is used as a venue for various events and cultural festivals. During the 2002 World Cup, tens of thousands of Korean soccer fans gathered to cheer for this place."
iche,"서울 광장에서의 아이스 스케이트는 12 월에서 2 월 첫째주까지입니다. 날씨가 좋지 않은 날씨로 인해 활동을 일시 중지 할 수 있으므로 특히 날씨가 노란색 인 것을 확인하십시오. 입장료, 스케이트와 헬멧을 포함하여 1000 원.",5,1134,"Ice skating at Seoul Plaza is from December to the first week of February. Due to bad weather, you may pause activity, so make sure the weather is yellow in particular. Admission fee, 1,000 won including skates and helmets."
TanWidya,우리는 12 월에 야외 스케이트를 보러 이곳에갔습니다. 가격은 매우 싸다. 1000 원. 아이스 스케이팅 구역이 너무 크지는 않습니다. 스케이트장 근처에 음식점이 있습니다.,3,1134,"We went here to watch outdoor skating in December. The price is very cheap. 1,000 won The ice skating zone is not too big. There is a restaurant near the skating rink."
Rumples,"서울 프라자는 시청 앞과 수도권 앞 광장에 펼쳐져 있습니다. 여기에 오기 전에, 내가 보았던 광장의 사진은 그 지역에서 많은 풀을 보였다. 내가 도착했을 때, 화려한 화분에 심은 꽃으로 둘러싸인 광대 한 구역에 흙이 나타났습니다. 아이들은 그 공간에서 놀았고 어른들은 방황했다. 여기에 자주 발생하는 시위의 흔적이 없었습니다. 그러나 2 일이 지나면 김치 축제를 위해 텐트가 광장 전체에 설치되었습니다. 소금에 절인 야채와 발효 된 야채에 대한 팬이 없기 때문에 나는 축하를 위해 돌아 오지 않을",3,1134,"Seoul Plaza is located in front of City Hall and in front of the Seoul metropolitan area. Before coming here, the picture of the square I saw showed a lot of grass in the area. When I arrived, soil appeared in a clown area surrounded by flowers planted in colorful pots. The children played in the space and the adults wandered. There was no sign of frequent demonstrations here. But two days later, tents were set up all over the square for the Kimchi Festival. I don't have a pan for salted vegetables and fermented vegetables, so I won't come back for celebration."
Eyekaytoo,"나는 서울 광장에서 길 건너편에있는 플라자 호텔에 머물 렀습니다. 시위대와 시위대에 인기가있는 장소였습니다. 내가 서울에 머무는 한 주 동안 Uber와 비슷한 경쟁에 항의하는 잘 행동 한 택시 운전사 들과는 달리 거대한 시위는 없었습니다. 경찰의 출석은 언제나 배경에있었습니다. 어느 날 아침 경찰서 버스가 길가에 주차되어 탑승객들이 문제를 진정시킬 수있을 것으로 보았습니다. 여기에는별로 주목할만한 것이 없습니다. 사진 찍기 쉬운 ""I. 서울""이라는 표식이 있습니다. 나는 진정한 의미를 얻지",3,1134,"0I stayed at the Plaza Hotel across the street from Seoul Plaza.It was a popular place for demonstrators and demonstrators.During my week in Seoul, there was no huge demonstration unlike taxi drivers who acted well in protest of competition similar to Uber.Police attendance was always in the background.One morning, a police bus was parked on the side of the road, so passengers could calm down the problem.There's not much to note here.easy-to-picture l.There is a sign that says Seoul.I get the real meaning."
Okarahan,"서울 플라자 호텔은 도시의 중심 위치 중 하나에서 활동 위치. 따뜻한 계절에는 특히 각 거의 하루 종일 이 위치에 있는 흥미로운 볼 수 있습니다. 서울 플라자 아니라 많은 호텔과 레스토랑이 아주, 주요 관광 명소에 가깝습니다. 이 활동을 서울 여행을 하는 동안 이곳에 가볼.",4,1134,"Seoul Plaza Hotel is an active location in one of the city's central locations. In warm seasons, you can especially find interesting sights in this location almost all day long. Not Seoul Plaza, but many hotels and restaurants are very close to major tourist attractions. I'm going to visit this place during my trip to Seoul."
Paola A,"도시의 딱 한가운데 있고, 시청 근처에 위치한 서울 가장 유행하는 매혹적인 부품, 편리한 도시 비즈니스 경우 그래서-플라자 호텔은 고르지. 먼저 장점. 훌륭한 서비스(좀 더 조용한 방을 신속하게 도움을 요청했는데, 나는 매우 합리적인 비용으로 늦은 체크아웃 가능합니다). 멋진 수영장이 있는 피트니스 클럽(길 건너 다른 건물에 큰 문제는 아니다). 정말 편안한 침대. 네스프레소 머신. 기술 모두 좋은 주문, 물 빛을 명령을 압력. 맛있는 아침 식사. 단점. 장식은 다소 위에, 스테로이드 w.",3,1134,"Seoul's most fashionable parts, located right in the middle of the city, near City Hall, for convenient urban business, so- Plaza Hotel is even. Advantages first. Excellent service (I quickly asked for help in a quieter room, and I can check out late at a very reasonable cost). a fitness club with a nice pool (not a big problem for other buildings across the street). A really comfortable bed. Nespresso machine. Technology all good spells, water light pressure command. A delicious breakfast. A drawback. Decorations are somewhat above, steroid w."
Sam,"바로 옆에 시티 홀, 여기에 있는 대부분의 시간을 주었습니다. 주변에 사원 들, 사진 찍기 좋은 곳",5,1134,"City Hall right next door, gave me most of the time here. Nearby temples, nice places to take pictures"
continentchaser,"서울 프라자 호텔은 쇼핑 지역에 위치한 직접 액세스할 수, 롯데몰, 명동 도 있고 아주 좋은 길 건너 팰리스 (덕수궁 미술관). 그리고 호텔은 시청 역에서 아주 가깝고 편리한 기차가 있는 경우 다른 곳. 걸어서 쉽게 갈 수 있는 수 많은 reataurants. 서울 중심부에 있지만. 방에는 벽이 있는 것을 발견해서 방이 조용한 유지 concerete. 직원들은 친절하고 전문.",4,1134,"The Plaza Hotel in Seoul has direct access to the shopping area, Lotte Mall and Myeong-dong as well as the Palace across the great street (the Deoksugung Art Museum. And the hotel is very close to City Hall station, and if there is a convenient train, somewhere else. Numerous dataurants that are easy to walk to. Although in central Seoul. I found a wall in the room, so I kept it quiet. The staff were kind and professional."
L. Lee,좋은 친구를 만나 이 랜드마크(으)로는 랜드마크(으)로는 이 하기에 이용할 것을 찾을 수 있습니다. 일반적으로 이벤트를 개최할 수 있는 서울 광장에서 종종 있어서 더 흥미로운.,4,1134,"Meet a good friend and find something to use for this landmark. More interesting because it is often in Seoul Plaza, where events can be held in general."
micha_kedem,"두 번째 완벽한 위치, 지하철 역이 가깝다. 관광 센터 위치. 객실은 그냥 규모. 매우 기능적. 스마트 룸, 조명과 커튼. 커피 머신 nesspreso. 아침은 아주 좋습니다. 서비스는 완벽합니다. 18층에 묵었습니다. 하는 클럽 이 있습니다. 클럽이 있는 음식과 음료, 식사를 저녁 식사, 긴 하루 우선 아침 식사는 2층. 모든 것이 깨끗하고, 서비스는 빠르고 우수한 기간.",5,1134,"The second perfect location, the subway station is close. The location of the tourist center location. The room is just a size. Very functional. Smart room, lighting and curtains. Coffee machine Nespresso. Breakfast is very good. The service is perfect. I stayed on the 18th floor. There is a club that does it. Food and beverage with club, dinner, long day first breakfast on the second floor. Everything is clean, service is fast and excellent."
louisthorn,나는 10 일 플라자 호텔을 서울에서 보낸 좋은 시간! 서비스도 훌륭하고 방은 아주 편안 했습니다. 대부분의 시설과 시설도 아주 편리합니다. 저는 이 호텔을 강력 추천합니다!,5,1134,I spent a good time in Seoul at the Plaza Hotel on the 10th! The service was excellent and the room was very comfortable. Most facilities and facilities are also very convenient. I highly recommend this hotel!
TheShis,"이 곳은 플라자, 바로 옆에 위치한 아름다운 시티 홀. 하지만, 이 곳에 있는 것이 절대적으로 아무것도 더 플라자, 수치 였다.",3,1134,"This is the Plaza, a beautiful city hall right next to it. But what was here was absolutely nothing more Plaza, shame."
Paul_n_Cris,"더 플라자 호텔은 특별한 것은, 무엇인가 항상 확인 하고 있는 곳입니다. 시장, 공연, 전시회. 만약에 지금 무슨 작업일이 있다.",4,1134,"What's special about The Plaza Hotel is that it's always checking something. A market, performance, exhibition. If there is something to do now."
Mesy,"이 지역은 서울 시청 앞에 위치해 있어서 매우 큰. 지하철 city hall 을 쉽게 방문 할 수 있다. 주변에 서울 시청, 서울 메트로폴리탄 라이브러리, 덕수궁 미술관 (궁전 및 기타. 하지만. 사람이 항상 많은 사람들이 이벤트 / 작업을 설정할 수 있습니다. 겨울에, 이는 아이스 스케이트 링크 잔디 변형할 수 있습니다.",3,1134,"This area is located in front of Seoul City Hall, so it's very big. You can easily visit the subway city hall. Around Seoul City Hall, Seoul Metropolitan Library, Deoksugung Museum of Art (Gungjeon and Other. However. Many people can always set up events / tasks. In winter, it can transform ice skating rink grass."
CanisHan,"(2016.09.29) C1 서울 시청 앞에 위치하고 있는 이 잔디. 저는 가끔 제가 알고있는 이벤트들이, 제가 갔을 때 였지만, 아무것도 있었습니다. 그래서 그냥 잔디밭이 있어. 좋은 말 할 수 있고",3,1134,"(2016.09.29.29) This grass is located in front of C1 Seoul City Hall. I sometimes had events that I knew, when I went there, but there was nothing. So there's just a lawn. I can say good things."
Evangelia0103,"위치는 여행자들이 편리한 곳에! 가장 중심이 되는 지역의 유명한 쇼핑 센터, 관광지 문화의 길거리 음식! 침대는 매우 안락하고 럭셔리한 호텔로, 전망은 시청사 광장 주변. 쾌적한 슬리퍼 등 편의 시설 등.",5,1134,"Location is convenient for travelers! Famous shopping center in the most central area, street food of tourist culture! The bed is a very comfortable and luxurious hotel with a view around City Hall Plaza. amenities, such as comfortable slippers, etc."
Live_your_experience,"호텔 (프라자) 사이 이었고 플라자 및 시티 홀. 이 좋은 녹지, 나무들 이었지만. 비가 / 하모니카 축제를 하고 있었고 아이들을 위한 시작 공원. 지하철 역은 길 건너편에 있습니다. 상 / 한 분수 또는 개!",4,1134,"Between the hotel (flaza) and the Plaza and City Hall. These green areas, these trees. Rain was / holding a harmonica festival and a starting park for children. The subway station is across the street. Phase / One Fountain or Dog!"
Walid A,사랑스러운 장소에 방문해야 할 가족이... 나는 가능한 빨리 올 걸... 모두에게 행운을 빌어 요,4,1134,A family to visit in a lovely place... I should have come as soon as possible... Good luck to everyone.
Quack H,"서울 플라자 호텔은 시청 근처에 있는, 많은 상점들이 있는데, 호텔 레스토랑이 있습니다. 제가 1월에 아이스 스케이팅을 할 수 있는 링.",5,1134,"The Seoul Plaza Hotel has many shops near City Hall, and there are hotel restaurants. The ring where I can ice skate in January."
Turtelik,"서울 플라자 호텔은 한 곳이 서울 시청 옆 자냉식. 사람의 마음을 끄는 것이 정말 배치에 따라 현재 계획된 페스티벌 에 가는 경우. 어떤 경우, 다음 잔디 광장은 단순한... 하는 것이기에, 할 수 있는 궁 덕수궁 미술관에서 와서 늦게 참여하는 방문하지 않았다 고 시티 홀, 앞으로 이동하는 데 다른 명소.",3,1134,"Seoul Plaza Hotel is a self-cooling hotel next to Seoul City Hall. Attractive really goes to a festival that is currently planned according to the arrangement. In some cases, the next grass square is simply... So, I came from the Palace Deoksugung Museum of Art where I could do it and didn't visit late. Go City Hall, other attractions for moving forward."
Amitesh Karan,서울 광장에 있는 동안 정말 즐거웠습니다. 직원들은 매우 공손하고 항상 도울 준비해. 나는 나의 모자를 가지고 대해 준 직원들에게 나와 내 가족들. 위치가 아주 좋습니다. 시장과 가까운 거리에 위치한 레스토랑. 좋은 시설.,5,1134,I had a great time in Seoul Plaza. Employees are very polite and always ready to help. I and my family to the employees who treated me with my hat. The location is very good. A restaurant located close to the market. Good facilities.
BradJill,"서울 광장은 광장 모양 플라자와 센터 오픈 지상 공간 이다. 서울 시내에 위치한 시티 홀 의 옆에서 듣는, 여기서 무료 공연, 콘서트 는 일년 내내 이벤트를 개최. 혹시 아이스 스케이트장, 겨울 휴가 시즌. 최근에 방문하는 동안, 우리는 서울 광장에 있는 가난한 모양. 구내 에 훨씬 더 잘 다져진 흙 / 머드 서피스가 잔디. 이에 시는 포장 도로에 있어서 보다 더 많은 것을 직접 플라자 가운데 지상 공간. 다음 영역에 있는 setup stage 포장용피치계복합재의 시청, 있는 무용곡 의",3,1134,"Seoul Plaza is a square-shaped plaza and an open ground space for the center. Listening next to City Hall in downtown Seoul, free performances, concerts, and events are held all year-round. Ice skating rink, winter vacation season. During our recent visit, we are poor-looking in Seoul Plaza. Much better ground / mud Surface grass on the premises. Therefore, the city has more ground space in the middle of the plaza than in the paved road. Watch the setup stage Pitch System Complex in the following area, dance music in the following area"
Vinnie,"저는 이 호텔을 최고 속도, 직원들은 영어를 아주 잘 합니다. 좋은 위치에 위치하고 있는 롯데 백화점 면세점에서 걸어갈 수 있는 터널. 방은 상당히 작지만 깨끗하고, 제가 좋아하는 빵을 파는 가게가 있어서 가장 역타설. 밤에 호텔 주변에 음식점이 많고 먹고 가격도 저렴합니다.",5,1134,"I'm at the highest speed in this hotel, and the employees speak English very well. A tunnel where you can walk from Lotte Department Store's duty-free shop located in a good location. The room is quite small but clean, and there is a shop that sells my favorite bread, so it's the most controversial. There are many restaurants around the hotel at night and the price is low."
Mike54BU,"여기에 여러 종류의 일들이 일어나고 - 일년 내내. 얼음 부상, 몸을 담근 채 sun, 데모, 문화 활동, 등, 등, 간편한 액세스 및 주요 시점 점프 '보고해야' 이 부분에서 서울의",4,1134,"There are many kinds of things happening here - all year round. Ice injuries, sun, demos, cultural activities, back, easy access, key point-of-view jumps, 'Report' in Seoul."
Catherine Lee L K,"이 현대적인 시설을 갖추고 있는 이 호텔은 궁전 광장 (작성하는 데 사용할 수 있는 겨울에는 아이스 링크). 그들은 많은 조명을 보면 이 호텔이 아주 초. 어두운 복도는 꽤 매력적인 곳이었는데. 불평 할 수 없다 할 수 있는 쇼핑거리 바로 옆에 위치하고 있어서 호텔, 롯데 백화점 및 쇼핑 거리 meyong 동에 연결합니다. 지하철 역 바로 옆에 있고 직원들도 멋진.",4,1134,"The hotel, equipped with this modern facility, is a palace square (ice link in winter that can be used to create). When they see a lot of lights, this hotel is very small. The dark corridors were quite attractive. It is located right next to the shopping street where you can't complain, so it connects to the hotel, Lotte Department Store, and the shopping street Myong Dong. It's right next to the subway station and the staff is great."
HarrisChai,"이건 그냥 푹투 플라자는 경향을 주말 동안 전시회, 데모, 앉아서 인 평일 중, 대형 아이스 스케이트장, 겨울. 딱히 다른 정말. 좋은 광장은 방에서 웨스틴 치끝원을, 일을 많이 않았습니다 그냥 평화로운 집회 에서 (읽기: 항의) 가.",2,1134,"It's just the Fultu Plaza trend for weekend exhibitions, demonstrations, sit-in weekdays, big ice skating rink, winter. It's really different. A good square didn't work much, Westin Chewigwan, in his room. Just go to a peaceful rally."
